Uid1	Uid2	P2_MSA_depth	P1_MSA_depth	paired_MSA_depth
P51817	Q89268	651	2047	40
P51817	Q89270	657	2047	40
D2E1L9	P51948	1954	2047	398
H9XIJ5	P51948	1697	672	0
P51948	Q1K9H5	871	1697	0
P51948	Q1K9H6	672	1697	0
P51955	Q8JSN5	651	2047	0
P06428	P51991	2047	632	1
P14357	P52179	2047	35	0
P03129	P52272	2047	324	0
P52272	Q1HVI8	20	2047	1
A0A161HLT0	P52292	2047	1605	2
A0A220NMU2	P52292	2047	1409	2
A0A288CFT1	P52292	2047	1618	0
A0A2Z5X739	P52292	2047	1631	1
P03101	P52292	2047	1603	2
P03107	P52292	2047	1405	2
P03126	P52292	2047	675	2
P03211	P52292	2047	411	19
P03243	P52292	2047	97	0
P03466	P52292	2047	233	0
P04012	P52292	2047	1587	2
P04618	P52292	2047	2047	0
P0C6L3	P52292	2047	573	2
P0DOE7	P52292	2047	29	0
P13199	P52292	2047	32	0
P14357	P52292	2047	35	0
P16727	P52292	2047	21	0
P26053	P52292	2047	233	0
P52292	P59634	56	2047	0
P52292	Q1HVF7	2047	2047	904
P52292	Q20MD0	183	2047	0
P52292	Q20MH3	183	2047	0
P52292	Q2VC93	672	2047	0
P52292	Q38SQ9	672	2047	0
P52292	Q5QF18	672	2047	0
P52292	Q6DNN3	672	2047	0
P52292	Q6QCM6	140	2047	1
P52292	Q8JSN6	672	2047	0
A0A288CFT1	P52294	2047	1618	0
P03116	P52294	2047	1141	5
P03211	P52294	2047	412	20
P03466	P52294	2047	233	0
P0DOF0	P52294	2047	24	0
P13199	P52294	2047	32	0
P16727	P52294	2047	21	0
P52294	Q04234	219	2047	3
P52294	Q05322	72	2047	0
P52294	Q1HVF7	2047	2047	896
P52294	Q1K9H2	232	2047	0
P52294	Q1K9H6	672	2047	0
P52294	Q20MD0	183	2047	0
P52294	Q20MD2	234	2047	0
P52294	Q20MH3	183	2047	0
P52294	Q2VC93	715	2047	0
P52294	Q38SQ9	715	2047	0
P52294	Q77DB4	72	2047	0
P04618	P52594	2047	2047	0
P0C206	P52594	2047	30	0
P32543	P52594	2047	23	0
P03129	P52597	2047	324	0
P52597	Q88489	2047	2047	18
O55777	P52630	2047	101	0
P06747	P52630	2047	99	0
P52630	Q77M24	115	2047	0
P52630	Q997F2	93	2047	0
P52630	Q9WMB4	84	2047	0
P14079	P52655	2047	61	0
P04601	P52735	2047	2047	0
P52735	P89654	7	2047	0
P06932	P52739	2047	455	0
P06932	P52740	2047	455	0
O41957	P52756	2047	38	0
P06477	P52789	2047	60	1
P03087	P52799	2047	292	0
P36827	P52799	2047	248	0
P52799	Q9IH62	245	2047	0
P06429	P52815	2047	422	0
P52907	Q1HVI8	20	2047	1
P04618	P52948	2047	2047	0
P0C206	P52948	2047	30	0
P32543	P52948	2047	23	0
P24835	P53041	2047	682	2
P53355	Q8JSN8	871	2047	0
P03120	P53365	1458	1337	1
P04015	P53365	1458	1355	1
P06422	P53365	1458	1554	1
P06423	P53365	1458	1498	2
P06921	P53365	1458	1535	2
P36778	P53365	1458	1178	1
P36780	P53365	1458	1546	1
P53365	Q77UU1	1288	1458	1
P0C746	P53567	1476	17	0
P06427	P53597	2047	654	1
P04601	P53618	2047	2047	0
P0C6Z9	P53618	2047	32	0
P03129	P53621	2047	324	0
P24835	P53634	2047	682	2
P25214	P53634	2047	57	1
P53634	Q1HVD6	58	2047	1
P29996	P53801	953	574	0
P03070	P53805	1422	529	3
P06930	P53992	2047	623	1
P53992	Q77DJ6	86	2047	0
P03132	P53999	2047	655	30
P04608	P53999	2047	2047	0
P53999	Q89268	652	2047	29
P54098	Q76R61	1405	2047	3
P54105	Q1K9H2	232	1309	0
P03087	P54219	2047	292	0
P54253	Q1H8W6	2047	1528	10
P14335	P54259	2047	2047	6
P03120	P54368	996	1337	1
P03129	P54646	2047	324	0
P06428	P54646	2047	632	1
A0A288CFT1	P54725	2047	1618	0
P06465	P54725	2047	518	0
A0A288CFT1	P54727	2047	1618	0
P29996	P54760	2047	581	14
P54803	Q76R62	2047	2047	0
P06477	P54920	2047	60	1
P06428	P55010	2047	632	1
P06428	P55040	2047	632	1
P55060	Q1HVI8	20	2047	1
P03087	P55064	2047	292	0
P06429	P55081	1835	422	0
P06430	P55081	1835	433	0
P06932	P55081	1835	455	0
P10230	P55198	2047	76	0
A0A097PIH4	P55209	2047	2047	16
O09234	P55209	2047	2047	15
P03122	P55209	2047	1311	1
P06422	P55209	2047	1554	1
P06921	P55209	2047	1534	1
P27915	P55209	2047	2047	16
P36778	P55209	2047	1178	1
P36780	P55209	2047	1546	1
P55209	Q1HVF7	2047	2047	737
P55209	Q58HT7	2047	2047	15
P07385	P55212	2047	2047	1023
P24835	P55265	2047	682	2
P0CK48	P55268	2047	64	1
P55268	P88987	3	2047	0
P55268	Q88489	2047	2047	18
P55283	Q8JSN8	871	2047	0
P06930	P55327	2047	623	1
P23372	P55327	2047	31	0
P55345	Q69140	822	2047	103
P55735	Q1HVI8	20	2047	1
P06477	P55774	2047	61	1
P55795	Q2KRY7	36	2047	0
P0DOE7	P55854	2047	29	0
P55884	Q1HVI8	20	2047	1
P14079	P55895	1158	61	0
P55957	Q49PX0	125	474	0
P06477	P56181	593	60	0
P06429	P56192	2047	422	0
P10204	P56378	486	203	178
P06788	P56385	365	244	0
P06428	P56524	2047	632	1
P08393	P56524	2047	2047	437
P03120	P56537	2047	1337	1
P06423	P56537	2047	1497	1
P06921	P56537	2047	1534	1
P56537	Q6J8G2	1496	2047	16
P56537	Q9WC28	1338	2047	12
P0DOE7	P56539	1336	29	0
A0A288CFT1	P56545	2047	1618	0
P03255	P56545	2047	181	0
P04494	P56545	2047	27	0
P10186	P56545	2047	2047	1023
P29996	P56851	119	574	0
B1A9Q8	P56962	789	1	0
P56962	P88990	36	789	0
P06428	P57059	2047	632	1
P06932	P57078	2047	455	0
P36801	P57088	785	641	0
P03126	P57105	2047	674	1
P06463	P57105	2047	681	2
P10231	P57105	2047	49	0
O57263	P57738	408	2047	340
P36817	P57772	2047	436	0
P58401	Q6J8G2	1494	2047	17
P58401	Q9WC28	1337	2047	11
P29996	P58658	2047	574	0
P26672	P58753	719	14	0
B0QYN7	P59595	791	2047	0
B8ZZN6	P59595	791	2047	0
M0QTU7	P59666	446	205	140
H9XIJ5	P59910	2047	672	0
P59910	Q1K9H6	672	2047	0
P10224	P60022	135	2047	90
P14079	P60228	2047	61	0
P36801	P60468	1359	641	0
P24830	P60602	705	1324	0
P29996	P60602	705	574	0
P03466	P60709	2047	233	0
P06428	P60709	2047	632	1
P06463	P60709	2047	682	3
P06932	P60709	2047	455	0
P24835	P60709	2047	682	2
P36817	P60709	2047	436	0
P60709	Q8JSN8	871	2047	0
P60709	Q9E7P0	2047	2047	18
P03129	P60842	2047	324	0
P03493	P60866	2047	13	0
P59636	P60866	2047	10	0
P60866	Q8QXP6	2047	2047	20
P06465	P60903	2047	518	0
P60903	Q5I3N2	75	2047	0
P60903	Q69028	2047	2047	62
P14079	P60953	2047	62	1
P60953	Q1K9G9	90	2047	0
P04608	P61073	2047	2047	0
P24830	P61086	2047	1325	1
P24835	P61158	2047	682	2
P36799	P61160	2047	651	2
O41946	P61201	2047	17	0
P04591	P61221	2047	2047	1
P06428	P61221	2047	633	2
P61221	P69722	2047	2047	0
P03070	P61244	2047	530	7
P36827	P61247	2047	248	0
P61247	Q1HVI8	20	2047	1
P0C705	P61289	1548	101	0
P0C742	P61289	1548	19	0
P61289	Q1HVG4	140	1562	16
P61289	Q1HVH2	50	1548	0
P61457	Q1I2B2	648	2047	0
P61457	Q8JSN5	651	2047	0
P61457	Q8JSN8	871	2047	0
O09720	P61586	2047	202	0
P14075	P61586	2047	1586	894
P19811	P61604	2047	859	0
P06930	P61769	2047	622	0
P06932	P61769	2047	455	0
P61769	Q8JSN8	871	2047	0
P06929	P61803	1462	637	0
H9XIJ5	P61916	2047	672	0
P06930	P61956	2047	623	1
P19893	P61956	2047	51	0
P03129	P61964	2047	324	0
P06430	P61964	2047	433	0
P03129	P61968	2047	324	0
P03129	P61978	2047	324	0
P03317	P61978	2047	2047	441
P06430	P61978	2047	433	0
P08411	P61978	2047	924	24
P0C742	P61978	2047	19	0
P10238	P61978	2047	64	0
P61978	Q1H8W6	2047	2047	49
P61978	Q1HVI8	20	2047	1
P03087	P62079	2047	292	0
A0A097PIH4	P62081	2047	2047	13
O09234	P62081	2047	2047	12
P03129	P62081	2047	324	0
P06429	P62081	2047	422	0
P06430	P62081	2047	433	0
P06788	P62081	2047	244	0
P36827	P62081	2047	248	0
P03129	P62136	2047	758	0
P30119	P62136	2047	35	0
P36313	P62136	2047	507	256
P62136	Q1HVD3	34	2047	0
A0A097PIH4	P62191	2047	2047	16
O09234	P62191	2047	2047	15
P03129	P62191	2047	324	0
P62191	Q69027	947	2047	2
P03255	P62195	2047	181	0
P04608	P62195	2047	2047	0
P36801	P62241	2047	642	1
P62241	Q1HVI8	20	2047	1
P62249	Q1HVI8	20	2047	1
P03134	P62258	2047	545	26
P59632	P62258	2047	469	0
P62258	P88993	28	2047	0
P10204	P62263	2047	25	0
P36827	P62263	2047	248	0
P62263	Q9QLP4	359	2047	0
P06929	P62266	2047	638	1
P62266	Q1HVI8	20	2047	1
P62266	Q80HW9	45	2047	0
P36801	P62269	2047	642	1
P62269	Q1HVI8	20	2047	1
P06428	P62277	2047	632	1
P36801	P62277	2047	642	1
P62277	Q1HVI8	20	2047	1
P06428	P62280	2047	632	1
P10240	P62304	1748	20	0
P62316	Q1HVI8	20	1697	1
P62328	Q76R62	2047	1954	0
P06428	P62424	2047	632	1
P36801	P62424	2047	642	1
P62424	Q1HVI8	20	2047	1
A0A288CFT1	P62487	2047	1618	0
P06427	P62487	2047	654	1
P24835	P62487	2047	681	1
P62487	Q69028	2047	2047	77
P0DOE7	P62491	2047	29	0
P06428	P62495	2047	632	1
P0C763	P62508	2047	397	0
P62508	Q1HVG4	140	2047	31
P62508	Q1HVI8	20	2047	0
P03070	P62633	2047	532	38
P10191	P62736	2047	48	0
P14079	P62736	2047	61	0
P62736	Q9E7P0	2047	2047	18
F5CGQ0	P62750	2047	185	1
P62750	Q0A2H0	184	2047	1
P62750	Q20MH3	184	2047	1
P62750	Q2PJP0	186	2047	1
P62750	Q6VE52	184	2047	1
P06428	P62753	2047	632	1
P08411	P62753	2047	926	32
P62753	Q1HVI8	20	2047	1
P62753	Q8JSN8	871	2047	0
P0DOE7	P62805	2047	29	0
P03129	P62826	2047	324	0
P06428	P62829	2047	632	1
P62829	Q1HVI8	20	2047	1
P03129	P62851	2047	324	0
P06429	P62851	2047	422	0
P06464	P62851	2047	338	0
P06481	P62857	2047	25	0
P36827	P62875	2047	248	0
P03129	P62877	2047	324	0
O56232	P62879	2047	14	0
P04013	P62879	2047	1475	2
P62879	Q6J8G2	1497	2047	26
P62879	Q9WC28	1339	2047	17
P06428	P62891	1592	631	0
P62899	Q1HVI8	20	2047	1
P36817	P62906	2047	436	0
P36801	P62913	2047	643	2
P62913	Q1K9H5	871	2047	0
P03431	P62917	2047	869	0
P62917	Q1HVI8	20	2047	1
H9XIJ5	P62937	2047	674	2
P06428	P62937	2047	632	1
P0DOE7	P62937	2047	29	0
P36801	P62937	2047	642	1
P59595	P62937	2047	791	0
P62937	Q02843	2047	2047	1
P36801	P62945	2	641	0
P06930	P62952	174	622	0
O41925	P62979	2047	6	0
P04618	P62979	2047	2047	0
P06932	P62979	2047	455	0
P18378	P62979	2047	58	10
P36801	P62979	2047	642	1
P36827	P62979	2047	248	0
P62979	Q9QLP4	359	2047	0
P62993	Q81870	68	2047	0
P62993	Q9WC28	1340	2047	16
P62995	Q04360	29	2047	0
P62995	Q1HVH2	50	2047	0
P14079	P63000	2047	61	0
A6YJF2	P63010	2047	78	0
P03188	P63010	2047	398	0
P04601	P63010	2047	2047	0
P06788	P63010	2047	691	0
P0C763	P63010	2047	397	0
P14357	P63010	2047	35	0
P17367	P63010	2047	288	172
P63010	Q0A2H1	78	2047	0
P63010	Q1HVH9	475	2047	53
P63010	Q20MH4	79	2047	0
P63010	Q20P38	67	2047	0
P63010	Q2PJP1	70	2047	0
P63010	Q3SBS5	82	2047	0
P63010	Q6DP94	66	2047	0
P63010	Q6DPA0	66	2047	0
P63010	R9WKI0	80	2047	0
A6YJF2	P63167	2047	78	0
P03211	P63167	2047	407	16
P06747	P63167	2047	99	0
P08543	P63167	2047	2047	1023
P0C569	P63167	2047	100	0
P36817	P63167	2047	436	0
P63167	Q0A2H1	78	2047	0
P63167	Q20MH4	79	2047	0
P63167	Q20P38	67	2047	0
P63167	Q2PJP1	70	2047	0
P63167	Q69022	40	2047	0
P63167	Q6DP94	66	2047	0
P63167	Q6DPA0	66	2047	0
P63167	R9WKI0	80	2047	0
P10219	P63172	2047	23	0
P10230	P63172	2047	76	0
O57263	P63208	2047	2047	1023
P63208	Q07041	2047	2047	961
P63208	Q0A2H1	78	2047	0
P63208	Q2PJP1	70	2047	0
P63208	Q3SBS5	82	2047	0
P63208	Q6DP94	66	2047	0
P63208	Q6DPA0	66	2047	0
P63208	R9WKI0	80	2047	0
P10204	P63241	2047	25	0
P63244	Q6J8G2	1494	2047	17
P63244	Q9WC28	1338	2047	13
P06930	P63261	2047	623	1
P63261	Q6J8G2	1501	2047	31
P63261	Q9E7P0	2047	2047	18
P63261	Q9WC28	1340	2047	18
P63267	Q9E7P0	2047	2047	18
P06428	P63272	1322	631	0
O41955	P63279	2047	3	0
O41969	P63279	2047	151	1
P03114	P63279	2047	1514	16
P03431	P63279	2047	869	0
P03496	P63279	2047	184	0
P0C206	P63279	2047	30	0
P0C737	P63279	2047	7	0
P0CK48	P63279	2047	64	1
P63279	Q07275	57	2047	3
P63279	Q1HVH2	50	2047	0
P63279	Q20MD0	183	2047	0
P06428	P63313	1884	631	0
P06465	P63313	1884	518	0
P03129	P67775	2047	324	0
P06464	P67775	2047	338	0
P67775	Q69027	947	2047	2
P03129	P68032	2047	324	0
P03129	P68104	2047	324	0
P03431	P68104	2047	869	0
P06429	P68104	2047	422	0
P06430	P68104	2047	433	0
P06465	P68104	2047	518	0
P06788	P68104	2047	244	0
P06929	P68104	2047	638	1
P06932	P68104	2047	455	0
P18095	P68104	2047	2047	1
P24835	P68104	2047	682	2
P36801	P68104	2047	642	1
P36817	P68104	2047	436	0
P36827	P68104	2047	248	0
P59595	P68104	2047	791	0
P68104	Q20MH3	183	2047	0
P68104	Q6J8G2	1495	2047	20
P68104	Q9QLP4	359	2047	0
P68104	Q9WC28	1338	2047	14
A0A087WYL7	P68336	51	1372	1
A0A1W2PS27	P68336	51	556	1
P68363	Q1HVI8	20	2047	1
P03129	P68366	2047	324	0
P06930	P68371	2047	623	1
P03129	P68400	2047	324	0
P04618	P68400	2047	2047	0
P68400	Q1HVF7	2047	2047	996
A0A0D9SG04	P68466	9	1432	0
A0A669KBF4	P68466	9	2047	0
E9PDI4	P68466	9	901	0
K7ERV3	P68563	2047	2047	1023
G3V5R9	P68619	17	2047	0
A0A075B749	Q88489	2047	2047	6
A0A087WWF6	Q76SB6	2047	1835	1023
A0A087WXF8	Q88489	2047	2047	8
A0A087WXK8	P06930	622	2047	0
A0A087WYT3	Q9QLP4	359	2047	0
A0A0B4J2C3	P06428	632	2047	1
A0A0B4J2C3	P36801	1107	2047	1
A0A0C4DFM2	P06429	422	2047	0
A0A0C4DFM2	P36791	1164	2047	0
A0A0C4DFM2	P36817	436	2047	0
A0A0C4DFM2	P36827	248	2047	0
A0A0C4DFM2	Q9QLP4	359	2047	0
A0A0C4DG17	P06428	631	2047	0
A0A0C4DG17	P36801	641	2047	0
A0A0C4DG91	P06427	655	2047	2
A0A0C4DG91	P06428	633	2047	2
A0A0C4DG91	P06463	683	2047	4
A0A0C4DG91	P06929	639	2047	2
A0A0C4DGV4	P06428	631	436	0
A0A0C4DGV4	Q69027	947	437	1
A0A0D9SGF6	Q77UU1	1288	2047	1
A0A0J9YX62	Q805P6	30	2047	0
A0A0U1RQC9	A0A288CFT1	1618	1629	0
A0A0U1RRL7	P03120	1336	45	0
A0A161HLT0	H0Y8C6	2047	1605	2
A0A1W2PR46	Q1H8W6	2047	2047	20
A0A220NMU2	H0Y8C6	2047	1409	2
A0A2R8YDB8	P03129	324	843	0
A0A2R8YDB8	P06429	422	843	0
A0A2R8YDB8	P06430	433	843	0
A0A2R8YDB8	P06932	455	843	0
A0A2H4PJV3	A0A3B3ITW6	2047	21	0
A0A494C045	Q49PX0	21	2047	0
A0A494C120	Q20MD0	183	2047	0
A0A494C143	O56232	14	2047	0
A0A590UJD9	F1DT92	480	2047	33
A0A590UJD9	Q76Z97	682	2047	3
A0A590UJD9	Q778F3	305	2047	1
A0A590UJD9	Q9ICL1	7	2047	0
A0A5F9ZHL1	Q9QLP4	359	2047	0
A0A5K1VW50	Q98184	2047	2047	675
A0A669KB53	A4GDF4	2047	2047	1023
A0A669KB53	Q4VCP9	81	2047	0
A0A669KB53	Q77M24	115	2047	0
A0A669KB89	Q88489	2047	2047	31
A0A669KBF4	Q88489	2047	2047	19
A0A6E1XE14	P03129	324	1728	0
A0A6E1XE14	P06429	422	1728	0
A0A6E1XE14	P06430	433	1728	0
A0A6E1XE14	P06465	518	1728	0
A0A6E1XE14	P06929	638	1728	1
A0A6E1XE14	P06932	455	1728	0
A0A6E1XE14	P36817	436	1728	0
A0A6E1XE14	Q9QLP4	359	1728	0
A0A6Q8PFJ0	Q9E7P0	2047	2047	15
A0A6Q8PFX3	O09234	2047	2047	16
A0A6Q8PGB1	Q8JU44	2047	2047	11
A0AV02	P29996	574	2047	0
A0AV02	Q81983	0	2047	0
A0FGR8	P36801	642	2047	1
A1KXE4	P03188	398	479	0
A1KXE4	P0C763	397	479	0
A1L0T0	P06428	631	2047	0
A1L0T0	P29996	574	2047	0
A1L390	Q8JSN8	871	2047	0
A2A2Y4	P03087	292	2047	0
A2AJT9	Q9QLP4	359	766	0
A2BF26	P24830	1324	2047	0
A4D1E9	P06430	433	2047	0
A6NIH7	P06428	632	1241	1
A6PVS8	P06465	518	2047	0
A6ZKI3	P06428	631	785	0
A8C8W5	D6REE5	2047	93	0
A8K0R7	Q8JSN8	871	757	0
A8K8P3	P06428	631	1063	0
A8MPS7	P03126	674	2047	1
A8MUP8	P03206	24	2047	0
A9Z1X7	Q9QLP4	359	2047	0
A0A097NZ28	B0QYN7	2047	227	0
A0A173DS53	B0QYN7	2047	2047	42
B0QYN7	Q20MD0	183	2047	0
B2RXF5	P03129	324	2047	0
B4DJL6	P03129	324	688	0
B4DUA7	P68336	103	461	53
B4DUC8	P03496	185	2047	1
B4DWJ3	O09234	2047	921	11
B4DZM6	P24835	682	2047	2
B4E2Q0	P06788	244	2047	0
B4E3T4	P03428	672	2047	0
B4E3T4	P03431	869	2047	0
B4E3T4	P06821	186	2047	0
B4E3T4	P0CK48	64	2047	1
B4E3T4	Q1H8W6	2047	2047	36
B4E3T4	Q20MC6	679	2047	0
B4E3T4	Q20MC8	871	2047	0
B4E3T4	Q69140	814	2047	72
B7ZAQ6	Q8JSN5	651	1828	0
B7ZAQ6	Q8JSN6	672	1828	0
B8ZZN6	Q88918	218	2047	0
B9EGL1	P03126	675	2047	2
B9EGL1	P06463	1139	2047	3
B9EGL1	P14079	61	2047	0
A0A288CFT1	C9JYA1	1026	1618	0
D6REE5	Q0A2M3	91	2047	0
D6REE5	Q9Q2P1	10	2047	0
D6RJ07	Q20MD0	183	2047	0
E7EPE2	P04608	2047	2047	0
E7EQB3	P06463	682	2047	3
E9PAV3	P06428	632	2047	1
E9PAV3	P19811	859	2047	0
E9PAV3	Q76R62	2047	2047	0
E9PF18	Q9QLP4	359	2047	0
E9PFK9	Q20MC6	679	2047	0
F5GY05	P36827	248	2047	0
F5H4X8	P06430	433	278	0
A0A097PIH4	F8W6G1	2047	2047	29
F8W6G1	O09234	2047	2047	28
F8W6G1	Q77UU1	1288	2047	1
F8WBV6	Q80HW9	248	466	203
G3V5T9	P04608	2047	2047	0
G3V5T9	P14079	61	2047	0
G3V5T9	P89883	1411	2047	1023
G3XA98	Q1H8W6	2047	2047	30
G5E975	P03116	1140	2047	2
G5E975	P04014	1508	2047	3
G5E975	P04608	2047	2047	0
G5E975	P06789	1469	2047	4
G5E975	Q88489	2047	2047	16
G5E9I4	P17367	261	1199	124
H0Y8C6	Q1K9H5	871	2047	0
H0Y987	P24835	682	2047	2
H0Y993	P06465	518	1587	0
H0YBZ2	Q9WB91	2047	47	0
H0YMA4	P36801	642	452	1
A0A2Z5ZP10	H3BLV9	2047	50	0
H3BLV9	Q9QLP4	359	2047	0
H7C2Q8	P14335	2047	1877	12
H7C2Q8	Q1HVF7	2047	2047	406
I3L0L0	Q9QLP4	359	2047	0
H8Y6L2	I3L3W6	2047	2047	16
I3L3W6	Q8QXP6	2047	2047	15
J3KPF3	P06463	683	2047	4
J3KQ48	Q9QLP4	359	2047	0
J3KQE5	J9Z5B4	183	2047	0
J3KR69	P03431	869	2047	0
J3KTL2	P06921	1535	2047	2
K7EMX4	Q9E7P0	2047	771	0
K7EQ78	O56232	14	2047	0
M0QXB4	P06428	632	2047	1
M0QY76	O56232	14	2047	0
M0QY76	P14079	61	2047	0
O00115	P24835	682	2047	2
O00151	P68563	2047	2047	943
O00165	P0C6Z1	88	499	76
O00165	P69722	2047	423	0
O00165	Q1HVI8	88	491	68
O00165	Q8AZK7	88	487	64
O00165	Q8JSN5	651	423	0
O00165	Q9QR69	88	500	77
O00170	Q69027	947	2047	1
O00170	Q69138	44	2047	0
O00182	P03230	190	2047	0
O00189	P03410	48	2047	0
A0A097PIH4	O00203	2047	2047	16
O00203	O09234	2047	2047	15
O00203	P06429	422	2047	0
O00203	P06788	244	2047	0
O00203	P24835	682	2047	2
O00203	P27915	2047	2047	16
O00203	P36827	248	2047	0
O00203	Q58HT7	2047	2047	15
O00203	Q9QLP4	359	2047	0
O00206	P26672	14	2047	0
O00217	P06427	654	2047	1
O00217	P06463	682	2047	3
O00220	P03087	292	2005	0
O00220	P03126	674	2006	1
O00231	Q8JSN5	651	2047	0
O00257	P03129	324	2047	0
J9Z5B4	O00268	2047	183	0
H9XIJ5	O00299	2047	672	0
O00299	P06428	631	2047	0
O00303	P03129	324	2047	0
O00303	P06929	638	2047	1
O00303	P11223	2044	2047	9
O00303	P59594	2047	2047	8
O00308	P03120	1337	2047	1
O00308	P03322	2047	2047	496
O00308	P06422	1554	2047	1
O00308	P06423	1498	2047	2
O00308	P06921	1535	2047	2
O00308	P0C723	27	2047	0
O00308	P10240	20	2047	0
O00308	P14076	2047	2047	1023
O00308	P36778	1178	2047	1
O00308	P36780	1546	2047	1
O00327	Q8JSN8	871	2047	0
O00339	O41949	50	2047	0
O00339	P06465	518	2047	0
O00339	P36817	436	2047	0
O00339	Q80HW9	45	2047	0
O00391	Q80HW9	45	2047	0
O00401	O41932	7	2047	0
O00401	O92806	2047	2047	1023
O00410	O41970	76	2047	0
O00410	P03101	1603	2047	2
O00410	P03107	1405	2047	2
O00410	Q8JSN8	871	2047	0
F5CGQ0	O00459	2047	184	0
O00459	O92551	181	2047	0
O00459	P03496	184	2047	0
O00459	P10191	48	2047	0
O00459	Q0A2H0	183	2047	0
O00459	Q20MH3	183	2047	0
O00459	Q2PJP0	185	2047	0
O00459	Q3SBS4	184	2047	0
O00459	Q6DP93	188	2047	0
O00459	Q6QT26	188	2047	0
O00459	Q6VE52	183	2047	0
E7BBT6	O00463	2047	338	0
O00463	P03126	675	2047	2
O00463	P03129	324	2047	0
O00463	P06429	422	2047	0
O00463	P06430	433	2047	0
O00463	P06788	244	2047	0
O00463	Q80908	459	2047	0
O00468	P06428	632	2047	1
O00471	P0C6Z1	12	2047	3
O00483	P36801	641	1250	0
O00499	Q80HT9	2047	2047	1023
O00505	P03116	1141	2047	5
O00505	P03433	647	2047	0
O00505	P03466	233	2047	0
O00505	P03496	184	2047	0
O00505	P16727	21	2047	0
O00505	Q1HVF7	2047	2047	876
O00505	Q20MD0	183	2047	0
O00505	Q20MD2	234	2047	0
O00505	Q20MH3	183	2047	0
O00505	Q4VCP9	81	2047	0
O00555	Q8JSN8	871	2047	0
O00560	O41955	3	2047	0
O00560	P06932	455	2047	0
O00560	P59637	95	2047	1
O00560	Q2KRY7	36	2047	0
A0A218M2D5	O00571	2047	366	0
O00585	P10204	25	2047	0
O00629	O41946	17	2047	0
O00629	P03116	1141	2047	5
O00629	P03466	233	2047	0
O00629	P16727	21	2047	0
O00629	Q20MD0	183	2047	0
O00629	Q20MH3	183	2047	0
O00716	P03129	324	2047	0
O00716	P06465	518	2047	0
A0A220NMU2	O00754	2047	1409	2
O00754	P03107	1405	2047	2
O00754	P04013	1475	2047	2
O00762	P06929	638	2047	1
O00762	P36801	642	2047	1
O00767	P06788	244	2047	0
O14503	P03410	48	1697	0
O14503	P03428	672	1697	0
O14503	P03431	869	1697	0
O14503	P03508	79	1697	0
O14503	P0C206	30	1697	0
O14503	Q20MC6	679	1697	0
O14503	Q20MD0	183	1697	0
O14503	Q20MD1	76	1697	0
O14530	Q20MH4	79	2047	0
O14530	Q88489	2047	2047	17
O14530	R9WKI0	80	2047	0
O14545	Q9E7P0	2047	1950	6
O14578	P12848	2047	2047	1023
O14578	P13889	2047	2047	1023
O14595	P14079	61	2047	0
O14613	P24835	682	1571	2
O14617	P03120	1337	2047	1
O14617	P04015	1355	2047	1
O14617	P04591	2047	2047	0
O14617	P06921	1535	2047	2
O14617	P36778	1178	2047	1
O14617	P36780	1546	2047	1
O14617	Q77UU1	1288	2047	1
O14639	P03433	647	2047	0
O14640	O41957	38	2047	0
O14641	P03428	672	2047	0
O14641	P03431	869	2047	0
O14641	P03485	91	2047	0
O14641	P03508	79	2047	0
O14641	P06821	186	2047	0
O14641	P0C206	30	2047	0
O14641	P0C717	26	2047	0
O14641	P0C763	397	2047	0
O14641	P14335	2047	2047	16
O14641	Q1HVH2	50	2047	0
O14641	Q20MC6	679	2047	0
O14641	Q20MD0	183	2047	0
O14641	Q20MD1	76	2047	0
O14641	Q20MD4	92	2047	0
O14649	Q9WB91	2047	2047	0
O14654	Q89268	651	1993	25
O14684	P03087	292	2013	0
O14684	P06428	631	2013	0
O14734	P04601	2047	2047	2
O14735	P03120	1337	2047	1
O14735	P04015	1355	2047	1
O14735	P06422	1554	2047	1
O14735	P06423	1498	2047	2
O14735	P06921	1535	2047	2
O14735	P24830	1325	2047	1
O14735	P36778	1178	2047	1
O14735	P36780	1546	2047	1
O14735	P36791	1165	2047	1
O14735	Q77UU1	1288	2047	1
O14744	P03129	324	2047	0
O14744	Q9E7P0	2047	2047	12
O14770	P03363	2047	2047	423
O14770	P10191	48	2047	0
O14770	P10201	66	2047	0
O14773	P06428	631	2047	0
O14775	Q69027	947	2047	2
O14776	P04608	2047	2047	0
O14777	P0C726	32	1791	0
O14787	P06428	632	2047	1
O14807	P10204	25	2047	0
A5Z256	O14818	2047	651	0
O14818	P04608	2047	2047	0
O14818	Q1I2B2	648	2047	0
O14818	Q1K9H5	871	2047	0
O14818	Q1K9H6	672	2047	0
O14818	Q69027	947	2047	2
O14818	Q8JSN5	651	2047	0
O14863	P29996	576	2047	3
E7DBL9	O14867	2047	1000	685
O14880	P03087	292	2047	0
O14896	P06428	631	2047	0
F5CGQ0	O14907	2047	184	0
O14907	P03126	675	2047	2
O14907	P06428	632	2047	1
O14907	P06930	623	2047	1
O14907	P36801	642	2047	1
O14907	Q0A2H0	183	2047	0
O14907	Q20MH3	183	2047	0
O14907	Q2PJP0	185	2047	0
O14907	Q6DP93	188	2047	0
O14907	Q6QT26	188	2047	0
O14907	Q6VE52	183	2047	0
F5CGQ0	O14908	2047	184	0
